company_std,year_std,Company_Name,Sector,Industry,Ticker_Symbol,Year,Report_Type,Data_Source,ESG_Score_Composite,ESG_Rating_Grade,ESG_Percentile_Rank,Env_Score_Raw,Social_Score_Raw,Governance_Score_Raw,Data_Completeness_Pct,RI_Rating,RI_Numeric,Sust_Rating,Sust_Numeric,ROA,ROE,Log_Assets,Leverage,Net_Margin,ROA_Pct,ROE_Pct,Net_Income_NGN_m,Revenue_NGN_m,Total_Assets_NGN_m,Total_Equity_NGN_m,Total_Debt_NGN_m,EBITDA_NGN_m,Market_Cap_NGN_m,GHG_Scope1_tCO2e,GHG_Scope2_tCO2e,GHG_Scope3_tCO2e,GHG_Intensity,Energy_Consumed_GJ,Renewable_Energy_Pct,Water_Consumed_m3,Waste_Total_Tonnes,Waste_Recycled_Pct,Total_Employees,Female_Employees_Pct,Female_Board_Pct,Independent_Dir_Pct,Board_Size,Board_Meetings_pa,CEO_Chair_Separation,Anti_Corruption_Policy,GRI_Reporting,IFRS_S1_S2_Aligned,renewable_energy_flag,env_policy_flag,carbon_audit_flag,gri_302_flag,gri_305_flag,financial_inclusion_flag,gender_award_flag,ungc_signatory,nsbp_signatory,human_rights_policy_flag,board_eval_flag,sustainability_assurance,code_of_conduct_flag,anti_corruption_flag,data_privacy_flag,iso_certified
Nascon Allied Industries,2023,Nascon Allied Industries Plc,Consumer Goods,Food & Beverage,NASCON,2023,Integrated Report,NasconAllied_2023.pdf,67.75,A,92.5,66.66,56.37,77.1,71.9,Good,4,,,16.42,49.96,11.33370299,0.201394059,16.98,16.42,49.96,13728.369,80828.373,83591.991,27471.858,5532.669,23118.281,,,,,18.38,,,19035,240,,990,,40,20,10,7,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1
Nascon Allied Industries,2024,Nascon Allied Industries Plc,Consumer Goods,Food Processing,NASCON,2024,Integrated Report,NasconAllied_2024.pdf,73.29,A,97.9,70.18,60.07,85.54,75.4,Good,4,,,17.3524,36.19,11.27088562,0.066431296,12.94,19.85,36.19,15583.6,120387.15,78502.49,43055.46,2860.23,27414.02,,,,,25.73,330144,,22910,280,0.54,693,,30,20,10,8,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1
Nestle Nigeria,2020,Nestlé Nigeria Plc,Consumer Goods,Food Products,NESTLE,2020,Annual Report,Nestleplc_2020.pdf,37.14,C,49.4,14.29,45.15,48.27,63.2,,,,,15.93,133.86,12.41383855,1.372553776,13.66,15.93,133.86,39212.025,287084.087,246184.996,29296.984,40211.686,,1192948,,,,,,,,,,2239,,14.29,28.57,7,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Nestle Nigeria,2021,Nestlé Nigeria Plc,Consumer Goods,Food Products,NESTLE,2021,Annual Report,Nestleplc_2021.pdf,30.6,C,40.2,14.29,22.62,48.81,63.2,,,,,12.9,187.3,12.64509665,3.595474345,11.38,12.9,187.3,40037.277,351822.329,310238.504,21378.209,76864.802,70284.737,1233769,,,,,,,,,,2268,,20,30,10,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
Nestle Nigeria,2022,Nestle Nigeria Plc,Consumer Goods,Food Products,NESTLE,2022,Annual Report,Nestleplc_2022.pdf,39.71,C,53.5,14.29,50.12,50.98,63.2,,,,,11.8,161.67,12.93613989,5.126900468,10.96,11.8,161.67,48965.49,446819.26,415044.03,30291.22,155300.07,,871922,,,,,,,,,,2320,,20,30,10,,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Nestle Nigeria,2023,Nestlé Nigeria PLC,Consumer Goods,Food and Beverage,,2023,Annual Report,Nestleplc_2023.pdf,43.22,C,59.3,37.03,37.68,52.01,64.9,,,,,-13.66,101.84,13.27383803,-5.155619436,-14.53,-13.66,101.84,-79473.781,547118.754,581774.407,-78035.156,402319.567,115460.584,792656,,,,,,,,19411,,2375,,30,30,10,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Nestle Nigeria,2024,Nestlé Nigeria PLC,Consumer Goods,Food and Beverage,NESTLE,2024,Annual Report,Nestleplc_2024.pdf,39.59,C,53.1,14.29,33.41,63.2,64.9,,,,,-19.17,,13.66317298,-6.939558863,-17.17,-19.17,,-164595.02,958814.74,858698.35,-92289.92,653701.54,196700,693574,,,,,,,,,,2565,,44.44,33.33,9,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Niger Delta E&P,2020,Niger Delta Exploration & Production Plc,Oil & Gas,Oil and Gas Exploration and Production,,2020,Annual Report,Aradelplc_2020.pdf,38.19,C,50.6,0,61.44,49.4,43.9,,,,,5.54,6.99,12.62141884,0.109159916,48.0936,5.54,6.99,16796.063,32528.716,302979.02,240331.452,26234.561,26277.532,,,,,,,,,,,204,,0,62.5,8,5,1,1,0,0,,,,,,,,,,,,,,,,
Niger Delta E&P,2021,Niger Delta Exploration & Production Plc,Oil & Gas,Integrated Oil and Gas,NDEP,2021,Annual Report,Aradelplc_2021.pdf,55.73,B,80.1,50,66.83,51.69,42.1,,,,,7.79,10.1,12.8411488,0.072828846,48.0936,7.79,10.1,29403.02,51567.66,377433.17,291234.19,21210.25,39425.9,,,,,,,,,,,229,,12.5,62.5,8,7,1,1,0,0,,,,,,,,,,,,,,,,
Nigerian Breweries,2020,Nigerian Breweries Plc,Consumer Goods,Brewing,NB,2020,Annual Report,NigerianBreweriesplc_2020.pdf,28.87,D,36.1,22.48,20.43,40,68.4,,,,,1.693,4.67,13.00456443,0.567464091,2.233,1.693,4.67,7525.621,337006.267,444437.374,161150.877,91447.336,67992.754,447827,,,,,,70,,,94,2990,,30,30,10,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigerian Breweries,2021,Nigerian Breweries Plc,Consumer Goods,Brewing,NB,2021,Annual Report,NigerianBreweriesplc_2021.pdf,21.61,D,19.9,12.8,11.26,35.99,63.2,,,,,2.68,7.51,13.08702541,0.182255531,2.96,2.68,7.51,12927.163,437195.534,482639.565,172139.303,31373.34,77422.236,403796,,,,,,,,,95.6,2740,,33.3,25,12,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigerian Breweries,2022,Nigerian Breweries Plc,Consumer Goods,Brewing,NB,2022,Annual Report,NigerianBreweriesplc_2022.pdf,25.23,D,27.8,25.3,11.16,35.73,64.9,,,,,2.24,7.7,13.33959872,0.67587032,2.53,2.24,7.7,13925.086,550477.627,621318.254,180879.079,122250.801,90323.945,337057,,,,,,,,,97.05,2685,,33.3,25,12,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigerian Breweries,2023,Nigerian Breweries Plc,Consumer Goods,Brewing,NB,2023,Annual Report,NigerianBreweriesplc_2023.pdf,22.86,D,23.7,14.29,11.16,38.06,61.4,,,,,-13.27,-162.33,13.58902015,5.241817802,-17.65,-13.27,-162.33,-105769.22,599508.76,797326.99,65168.61,341601.98,,369941,,,,,,,,,,2305,,30,30,10,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigerian Breweries,2024,Nigerian Breweries Plc,Consumer Goods,Brewing,NB,2024,Annual Report,NigerianBreweriesplc_2024.pdf,39.34,C,52.7,28.57,33.38,51.88,63.2,,,,,-12.82,-31,13.93441967,0.438637117,-13.43,-12.82,-31,-144338.449,1074881.998,1126267.553,465464.52,204170.015,124123.036,991457,,,,,,,,,,2169,,36.36,27.27,11,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Northern Nigeria Flour Mills,2020,Northern Nigeria Flour Mills Plc,Consumer Goods,Food Milling,,2020,Annual Report,NNFMplc_2020.pdf,21.06,D,19.1,0,11.11,44.33,63.2,,,,,0.761,2.334,9.046878174,0.732505644,0.731,0.761,2.334,64.635,8841.135,8491.986,2768.993,2028.303,760.497,,,,,,,,,,,64,,0,58.33,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Northern Nigeria Flour Mills,2021,Northern Nigeria Flour Mills Plc,Consumer Goods,Food Products (Flour Milling),,2021,Annual Report,NNFMplc_2021.pdf,23.67,D,26.6,0,22.22,42.51,61.4,,,,,0.95,2.51,8.904530988,0.72158079,0.81,0.95,2.51,69.919,8667.751,7365.27,2787.771,2011.602,535.773,,,,,,,,,,,63,,0,,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Northern Nigeria Flour Mills,2022,Northern Nigeria Flour Mills Plc,Consumer Goods,Flour Milling,,2022,Annual Report,NNFMplc_2022.pdf,18.1,D,8.3,0,11.13,36.91,63.2,,,,,,2.83,,0.137925127,0.53,,2.83,80.668,15232.82,,2854.469,393.703,620,,,,,,,,,,,63,,0,25,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Northern Nigeria Flour Mills,2023,Northern Nigeria Flour Mills Plc,Consumer Goods,Food Processing,,2023,Annual Report,NNFMplc_2023.pdf,18.25,D,8.7,0,11.19,37.25,61.4,,,,,1.53,4.15,9.788515998,0.032526442,1.69,1.53,4.15,272.82,16161.84,17827.83,6579.57,214.01,862.39,,,,,,,,,,,576,,0,,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Northern Nigeria Flour Mills,2024,Northern Nigeria Flour Mills Plc,Consumer Goods,Food Products (Flour Milling),,2024,Annual Report,NNFMplc_2024.pdf,22.51,D,22.4,0,11.13,47.93,63.2,,,,,8.51,18.89,9.793920758,0.00566198,5.88,8.51,18.89,1525.895,25951.365,17924.446,8077.739,45.736,2609.059,,,,,,,,,,,57,,0,41.67,12,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Oando,2020,Oando PLC,Oil & Gas,Integrated Oil and Gas,OANDO,2020,Annual Report,Oandoplc_2020.pdf,42.53,C,58.1,28.57,38.2,56.25,68.4,,,,,-10.13,200.6575,14.14423583,-6.199902401,-28.1327,-10.13,207.85,-140674.463,477070.471,1389196.159,-67683.194,419629.197,,,,,,,,,,,,148,,0,20,10,6,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Oando,2021,Oando PLC,Oil & Gas,Integrated Oil and Gas,OANDO,2021,Annual Report,Oandoplc_2021.pdf,41.6,C,56.8,14.29,44.16,60.17,68.4,,,,,3.3,-25.45,13.81156686,-3.5714637,4.09,3.3,-25.45,32858.799,803460.186,996064.07,-129017.691,460782,,,,,,,,,,,,142,,16.67,25,12,9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Oando,2022,Oando PLC,Oil & Gas,Integrated Energy,OANDO,2022,Annual Report,Oandoplc_2022.pdf,44.61,C,62.2,14.29,53.39,60.77,68.4,,,,,-6.49,41.19,14.04051676,-2.572626278,-4.07,-6.49,41.19,-81230.816,1993754.362,1252330.481,-197205.768,507336.741,,,,,,,,,,,,146,,27.27,27.27,11,8,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Oando,2023,Oando PLC,Oil & Gas,Integrated Oil & Gas,OANDO,2023,Annual Report,Oandoplc_2023.pdf,44.49,C,61.8,24.44,41.81,61.53,70.2,,,,,2.25,,14.79987777,-3.062908041,2.12,2.25,,60277.17,2845598.31,2676117.93,-267178.72,818343.85,,,,,,,,,,,,144,,18.18,45.45,11,9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Oando,2024,Oando PLC,Oil & Gas,Integrated Energy,OANDO,2024,Annual Report,Oandoplc_2024.pdf,50.22,B,72.6,24.88,62.9,59.72,71.9,,,,,3.42,-60.97,15.67713175,-6.939558863,5.39,3.42,-60.97,220120.05,4086651,6434159.34,-360979.38,2771883.89,570949.53,,,,,,,,,5196.16,,998,25,15.38,46.15,13,10,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
PZ Cussons Nigeria,2020,PZ Cussons Nigeria Plc,Consumer Goods,Personal & Home Care Products,PZ,2020,Annual Report,PZCN_2020.pdf,25.13,D,27,0,11.29,54.36,63.2,Good,4,,,-9.23,-20.95,11.27023129,0,-10.81,-9.23,-20.95,-7239.56,66992.56,78451.14,34559.95,0,-4072.53,,,,,,,,,,,1302,,20,20,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
PZ Cussons Nigeria,2021,PZ Cussons Nigeria Plc,Consumer Goods,Consumer Products,PZ,2021,Annual Report,PZCN_2021.pdf,20.22,D,14.9,0,11.26,42.1,63.2,Good,4,,,1.94,5.37,11.3776196,0,2.05,1.94,5.37,1695.453,82577.54,87344.871,31570.48,0,4060.892,,,,,,,,,,,1182,,28.57,28.57,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
PZ Cussons Nigeria,2022,PZ Cussons Nigeria Plc,Consumer Goods,Personal and Home Care Products,PZ,2022,Annual Report,PZCN_2022.pdf,22.99,D,24.5,0,11.24,49.04,63.2,Good,4,,,6.12,17.75,11.6034303,0,6.73,6.12,17.75,6699.33,99503.32,109472.68,37739.83,0,2259.15,45660.49,,,,,,,,,,1040,,14.29,28.57,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
PZ Cussons Nigeria,2023,PZ Cussons Nigeria Plc,Consumer Goods,Consumer Products,PZ,2023,Annual Report,PZCN_2023.pdf,28.09,D,34.4,0,11.21,61.82,63.2,Good,4,,,8.62,29.66,12.0219448,0.49653371,12.59,8.62,29.66,14348.34,113964.31,166365.89,48360.06,24012.4,21232.53,76738.8,,,,,,,,,,996,,28.57,42.86,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
PZ Cussons Nigeria,2024,PZ Cussons Nigeria Plc,Consumer Goods,Consumer Products,PZ,2024,Annual Report,PZCN_2024.pdf,25.61,D,28.6,0,11.21,55.63,61.4,Good,4,,,-27.9244,,11.96438127,-3.237912098,-28.1327,-48.41,,-76023.67,152249.31,157059.7,-27506.84,89064.73,-125032.48,60748.3,,,,,,,,,,946,,16.7,50,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Seplat Energy,2020,Seplat Petroleum Development Company Plc,Oil & Gas,Oil & Gas Exploration and Production,SEPLAT,2020,Annual Report,Seplat_2020.pdf,56.9,B,81.3,49.98,50.71,66.74,73.7,,,High (30-40),2,-2.34,-4.86,14.08617642,0.419709743,-16.09,-2.34,-4.86,-30712,190922,1310837,632337,265398,95709,,,,,,,,190000,,,528,26,15.38,46.15,13,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
Seplat Energy,2021,Seplat Energy Plc,Oil & Gas,Oil & Gas Exploration and Production,SEPLAT,2021,Annual Report,Seplat_2021.pdf,46.72,B,66.4,28.57,44.19,62.24,71.9,,,High (30-40),2,2.93,6.67,14.28772175,0.448972367,15.98,2.93,6.67,46931,293631,1603536,703364,315791,371829,,,,,,,,,,,532,25,18.75,56.25,16,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
Seplat Energy,2022,Seplat Energy Plc,Oil & Gas,Oil and Gas Exploration and Production,SEPLAT,2022,Annual Report,Seplat_2022.pdf,62.29,A,85.9,66.45,44.57,72.47,70.2,,,High (30-40),2,2.81,5.65,14.27395514,0.437645985,11,2.81,5.65,44433,403913,1581612,786894,344381,176900,,730000,0,9000,23.9,,,,,,596,25,28.6,57.1,14,11,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1
Seplat Energy,2023,Seplat Energy Plc,Oil & Gas,Oil and Gas Exploration and Production,SEPLAT,2023,Annual Report,Seplat_2023.pdf,73.82,A,98.8,72.58,61.98,83.62,71.9,,,High (30-40),2,2.66,5.04,14.93178397,0.421483473,11.67,2.66,5.04,81330,696867,3053454,1612635,679699,,,565424,,,27.9,,,14070,350,,588,24,26.7,,15,9,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Seplat Energy,2024,Seplat Energy Plc,Oil & Gas,Oil & Gas Exploration and Production,SEPLAT,2024,Integrated Report,Seplat_2024.pdf,73.77,A,98.3,74.85,61.14,82.44,78.9,,,High (30-40),2,2.18,7.57,16.10006008,0.742227861,12.97,2.18,7.57,214245,1651571,9821261,2828983,2099750,796000,,629919,1105,4849879,32.3,,,43105,405,,1446,24,35.7,50,14,7,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1
Stanbic IBTC Holdings,2020,Stanbic IBTC Holdings PLC,Banking & Finance,Financial Services,,2020,Sustainability Report,StanbicIBTCBankS_2020.pdf,56.05,B,80.5,42.86,57.19,65.09,68.4,Good,4,,,3.35,22.42,14.72630863,0.301951631,35.49,3.35,22.42,83211,234446,2486306,371023,112031,,,,,,,,,,,,4186,43,45,18.18,11,4,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1
Stanbic IBTC Holdings,2021,Stanbic IBTC Holdings PLC,Banking & Finance,Financial Services,,2021,Sustainability Report,StanbicIBTCBankS_2021.pdf,62.88,A,86.7,50.25,69.89,67.1,70.2,Good,4,,,2.08,15.12,14.82447673,0.487847139,27.56,2.08,15.12,56966,206644,2742764,376866,183853,77986,466451.9,,,,,,,,9.1,100,2895,43,33,18.18,11,,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1
Stanbic IBTC Holdings,2022,Stanbic IBTC Holdings PLC,Banking & Finance,Banking,STANBIC,2022,Sustainability Report,StanbicIBTCBankS_2022.pdf,66.86,A,90.9,72.72,64.39,64.31,75.4,Good,4,,,2.67,20.4,14.92375167,0.637366007,28.11,2.67,20.4,80814,287540,3029026,407670,259835,108505,433000,7648,1949,166,,48099.6,,,76.754,,4207,44,30,25,12,4,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
Stanbic IBTC Holdings,2023,Stanbic IBTC Holdings PLC,Banking & Finance,Financial Services,STANBIC,2023,Annual Report,StanbicIBTCBank_2023.pdf,55.4,B,79.7,42.86,62.82,59.23,66.7,Good,4,,,2.73,27.74,15.45365176,0.888239657,39.59,2.73,27.74,140617,355166,5145596,506924,450270,,,,,,,,,,,,3056,46,27.27,27.27,11,4,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1
Stanbic IBTC Holdings,2024,Stanbic IBTC Holdings PLC,Banking & Finance,Financial Holding Company / Banking,,2024,Annual Report,StanbicIBTCBank_2024.pdf,64.08,A,88.4,55.83,65.9,68.9,71.9,Good,4,,,3.26,33.6,15.7487829,0.622664945,27.36,3.26,33.6,225311,823309,6912092,670648,417589,,,,,,,,,,196.6,100,3243,47,44.44,33.33,9,5,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1
Sterling Bank,2020,Sterling Bank Plc,Banking & Finance,Commercial Banking,,2020,Integrated Report,SterlingBank_2020.pdf,56.34,B,80.9,53.82,62.28,53.79,77.2,Good,4,,,0.87,8.28,14.07716303,0.947610734,8.09,0.87,8.28,11242,138897,1299075,135753,128641,18422,,3755.84,3032.31,,,,,912.09,1217.88,0.3,2367,42,25,16.7,12,5,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0
Sterling Bank,2021,Sterling Bank Plc,Banking & Finance,Commercial Banking,STERLINGNG,2021,Integrated Report,SterlingBank_2021.pdf,47.82,B,69.7,33.01,61.93,48.35,70.2,Good,4,,,0.83,9.55,14.30355607,1.122170315,9.5,0.83,9.55,13515,142316,1629129,141491,158777,19619,,,,,,,,,15.61,,2404,41.6,21.4,14.3,14,5,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0
Sterling Bank,2022,Sterling Bank Plc,Banking & Finance,Commercial Banking,,2022,Integrated Report,SterlingBank_2022.pdf,57.72,B,82.6,56.1,58.29,58.5,70.2,Good,4,,,1.04,12.55,14.43500689,1.140651177,11.03,1.04,12.55,19327,175140,1857992,153998,175658,25731,,,,,,,,,42.3452,,3043,44.5,23.08,23.08,13,6,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0
Sterling Bank,2023,Sterling Financial Holdings Company PLC,Banking & Finance,Financial Holding Company,STERLINGNG,2023,Annual Report,SterlingBank_2023.pdf,17.16,D,6.4,0,18.51,29.03,64.9,Good,4,,,0.85,11.76,14.74416139,1.321561622,9.73,0.85,11.76,21584,221773,2531092,183604,242644,,,,,,,,,,,,3042,44.5,28.6,28.6,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterling Bank,2024,Sterling Financial Holdings Company Plc,Banking & Finance,Financial Holding Company (Banking),STERLINGNG,2024,Annual Report,SterlingBank_2024.pdf,67.48,A,91.3,56.08,78.37,67.86,75.4,Good,4,,,1.23,14.31,15.08018516,0.812330621,12.95,1.23,14.31,43675,337192,3541940,305159,247890,,,3330326.32,2690143.46,,,,,2110185,2600,,3826,44.9,33,10.5,19,6,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0
TotalEnergies,2020,TOTAL SE,Oil & Gas,Integrated Oil and Gas,,2020,Universal Registration Document,TotalEnergies_2020.pdf,54.3,B,77.6,40.88,56.78,62.49,78.9,,,,,-2.72,-6.83,19.80496809,0.728679832,-7.72,-2.72,-6.83,-10863000,211027500,399198000,159127500,115953000,,140580000,36000000,3000000,350000000,,529200,,105000000,501000,59,105476,34.8,46.2,61.5,13,8,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1
TotalEnergies,2021,TotalEnergies SE,Oil & Gas,Oil & Gas,TTE,2021,Annual Report,TotalEnergies_2021.pdf,58.63,B,83.4,48.1,59.42,65.95,82.5,,,,,5.46,13.92,18.70836782,0.45169498,8.58,5.46,13.92,7280000,84849300,133334000,52272000,23611000,19210000,53500000,34000000,2000000,400000000,17,532800,,101000000,500000,61,101309,35.8,45.5,82,14,9,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1
TotalEnergies,2022,TotalEnergies SE,Oil & Gas,Integrated Oil & Gas,TTE,2022,Universal Registration Document,TotalEnergies_2022.pdf,59.26,B,83.8,47.04,55.91,70.95,86,,,,,6.76,17.92,19.9375559,0.530260976,7.8,6.76,17.92,30789000,394965000,455796000,171855000,91128000,107367000,230400000,37000000,2000000,389000000,17,597600,0.6,107000000,498000,61,101279,36.3,45.5,82,14,9,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1
TotalEnergies,2023,TotalEnergies SE,Oil & Gas,Oil & Gas Exploration & Production / Integrated Energy,TTE,2023,Universal Registration Document,TotalEnergies_2023.pdf,62.63,A,86.3,48.04,59.46,75.94,80.7,,,,,7.54,17.9,19.86873085,0.325651093,9.02,7.54,17.9,32076000,355692000,425481000,179179500,58350000,,222900000,32000000,2000000,355000000,,565200,,102000000,521000,61,102579,36.9,45.5,81.8,14,9,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
TotalEnergies,2024,TotalEnergies SE,Oil & Gas,Integrated Oil & Gas,,2024,Universal Registration Document,TotalEnergies_2024.pdf,63.44,A,88,43.86,62.29,78.99,82.5,,,,,5.5,13.4,19.87517216,,7.4,5.5,13.4,23700000,322500000,428230500,180382500,,64714500,192000000,33000000,1000000,342000000,,640080000,2.5,92000000,513000,71,102887,36.8,42.9,64.3,14,10,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1
Unilever Nigeria,2020,Unilever Nigeria Plc,Consumer Goods,Consumer Goods,,2020,Annual Report,Unileverplc_2020.pdf,45.89,B,63.9,14.29,56.54,61.6,63.2,,,,,-4.33,-6.38,11.42428591,0.003853716,-6.4,-4.33,-6.38,-3965.921,61959.678,91517.538,62129.12,239.428,,79855.58,,,,,,,,,,777,,30,50,10,6,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
Unilever Nigeria,2021,Unilever Nigeria Plc,Consumer Goods,Personal & Household Goods,UNILEVER,2021,Annual Report,Unileverplc_2021.pdf,29.1,D,37.6,0,45.28,38.78,66.7,,,,,3.15,5.19,11.59255456,0,4.83,3.15,5.19,3409.174,70523.695,108288.535,65761.668,0,4665.153,83302.58,,,,,,,,,,777,51,10,30,10,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unilever Nigeria,2022,Unilever Nigeria Plc,Consumer Goods,Consumer Goods,UNILEVER,2022,Annual Report,Unileverplc_2022.pdf,57.39,B,82.2,49.94,53.36,65.99,68.4,,,,,3.56,6.61,11.7391833,0.175831421,5.04,3.56,6.61,4467.084,88570.826,125389.892,67564.716,11880,9965.14,66642.06,,,,,,,,2314.817,,755,46.9,30,40,10,6,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1
Unilever Nigeria,2023,Unilever Nigeria Plc,Consumer Goods,Food & Personal Care Products,UNILEVER,2023,Annual Report,Unileverplc_2023.pdf,40.62,C,55.6,14.29,34.45,65,66.7,,,,,7.26,11.33,11.66394849,0.020668186,7.38,7.26,11.33,8439.895,114364.35,116302.344,74509.103,1539.968,24701.308,,,,,,,,,,,786,43,30,30,10,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Unilever Nigeria,2024,Unilever Nigeria Plc,Consumer Goods,Personal Care and Food Products,UNILEVER,2024,Annual Report,Unileverplc_2024.pdf,52.71,B,76.3,50.03,33.04,69.48,71.9,,,,,10.69,17.79,11.86109121,0.033255767,10.13,10.69,17.79,15143.154,149522.6,141646.7,85106.08,2830.268,21092.5,189297.4,370.59,,,,73903.25,,37949,1863,29.2,603,18.4,28.6,35.7,14,7,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
Union Bank of Nigeria,2020,Union Bank of Nigeria Plc,Banking & Finance,Commercial Banking,UBN,2020,Annual Report,UnionBank_2020.pdf,44.92,C,63.1,28.57,56.48,48.51,68.4,Good,4,,,0.85,7.07,14.59988049,0.696974856,11.65,0.85,7.07,18672,160292,2191026,264318,184223,32984,,,,,,,,,,,2342,39,21,11.8,17,6,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0
Union Bank of Nigeria,2021,Union Bank of Nigeria Plc,Banking & Finance,Commercial Banking,,2021,Annual Report,UnionBank_2021.pdf,46.31,B,66,28.57,62.99,47.11,63.2,Good,4,,,0.65,6.34,14.76939337,0.80051861,9.55,0.65,6.34,16919,177269,2595769,266867,213632,,,,,,,,,,,,2342,37.1,26.7,20,15,15,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0
Union Bank of Nigeria,2022,Union Bank of Nigeria Plc,Banking & Finance,Commercial Banking,,2022,Annual Report,UnionBank_2022.pdf,40.87,C,56,28.57,42.95,48.53,66.7,Good,4,,,1.39,13.12,14.84361275,0.617204728,18.63,1.39,13.12,38964,209121,2795755,297023,183324,38799,187292.7,,,,,,,,,,2028,39,16.7,50,6,14,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
Union Bank of Nigeria,2023,Union Bank of Nigeria Plc,Banking & Finance,Commercial Banking,UBN,2023,Annual Report,UnionBank_2023.pdf,12.05,F,1.7,0,0.16,30,59.6,Good,4,,,0.43,4.18,14.88898212,0.70084285,19.05,0.43,4.18,12633,66309.9,2925518,302189,211787,,204851.39,,,,,,,,,,,,25,,8,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
